IdLojista,Mes,NmLojista,NmClusterLojista,NmMundoLojista,QtPedidoColocado,QtItemColocado,QtPedidoAprovado,QtItemAprovado,VrTotalPedidoColocado,VrTotalPedidoAprovado,StLojista,TxAprovacao
16254,5,MIX ELETRO,A,Cauda Longa,349,371,197,211,49094.2800,22779.0000,ativo,0.46398481
16303,9,Race King,A,Cauda Longa,8,10,3,4,765.5500,542.8500,ativo,0.70909803
16547,9,Atelier Valverde,A,Cauda Longa,1,1,1,1,213.1300,213.1300,ativo,1.00000000
16873,4,Decoratons,A,Cauda Longa,10,35,9,34,2421.2100,2301.4800,ativo,0.95054952
16886,9,RR Suprimentos,A,Tecnologia,8,9,8,9,1542.1700,1542.1700,ativo,1.00000000
17050,6,Hook Sports,A,Cauda Longa,27,28,15,16,1409.6700,666.5100,inativo,0.47281279
17419,6,OKAY SHOP,A,Cauda Longa,306,355,224,262,45899.0900,32558.3000,ativo,0.70934522
17599,7,Lojas Capri,A,Tecnologia,25,31,18,24,6759.5600,4599.4800,ativo,0.68044074
17599,9,Lojas Capri,A,Tecnologia,48,49,34,35,10218.5300,7141.4100,ativo,0.69886862
18195,6,Gastaki,A,Cauda Longa,161,174,113,122,16737.1400,11968.4800,ativo,0.71508513
18473,7,Donachique,A,Cauda Longa,8,12,3,4,4598.5800,1427.9200,ativo,0.31051325
18573,1,ClickFik,A,Cauda Longa,1,1,1,1,64.0800,64.0800,ativo,1.00000000
18968,3,Alfatec Store,A,Tecnologia,14,15,11,12,19496.1500,13895.9600,ativo,0.71275406
18988,4,IRAN PARTS,A,Cauda Longa,8,8,5,5,358.7600,238.2400,ativo,0.66406511
19201,5,Joias 10,A,Cauda Longa,43,44,12,12,17444.9200,4461.7900,ativo,0.25576443
19618,9,On Store,A,Cauda Longa,4,4,3,3,479.3900,355.5900,ativo,0.74175515
19634,7,Lúdico Distribuidora,A,Cauda Longa,28,51,20,24,3029.3500,1795.1900,ativo,0.59259907
19962,1,CONCORDIA INFORMÁTICA,A,Tecnologia,20,20,14,14,30471.5200,19922.8900,ativo,0.65382003
20014,3,Magnus Eletrônica,A,Tecnologia,10,16,9,11,793.7000,668.6500,ativo,0.84244677
20077,6,Bmaq,A,Cauda Longa,5,5,2,2,4117.9500,1507.9800,ativo,0.36619677
20607,5,Couro50,A,Cauda Longa,9,9,2,2,934.5000,172.9000,ativo,0.18501873
20612,8,Regards,A,Cauda Longa,7,7,5,5,337.9800,233.1500,ativo,0.68983372
20750,8,Tudo Para Laboratórios,A,Cauda Longa,1,1,1,1,13091.9000,13091.9000,ativo,1.00000000
20891,9,Sbn Info,A,Tecnologia,5,6,3,4,457.3600,284.0000,ativo,0.62095505
20985,8,RUVOLO,A,Cauda Longa,80,109,55,78,7975.5900,5589.0800,ativo,0.70077323
21047,7,Inova Ink,A,Tecnologia,22,22,16,16,3119.6900,2230.4900,ativo,0.71497168
21241,3,Daluxe Store,A,Cauda Longa,8,8,8,8,4405.8000,4405.8000,ativo,1.00000000
21568,8,ULTRAFEU,AA,Linha Branca,146,165,74,76,649958.7800,269330.4400,ativo,0.41438080
21606,4,Casa 3 Irmãos,A,Cauda Longa,24,37,19,31,4077.9400,3626.6400,ativo,0.88933138
21630,7,ISOPASSE,A,Cauda Longa,14,15,6,7,1230.3700,565.6500,ativo,0.45973975
21884,5,Arte Inoxx,A,Cauda Longa,43,52,23,28,11395.6100,6182.4700,ativo,0.54253085
22129,9,Casa Forte Distribuidora,Setup,Cauda Longa,42,47,28,33,5931.2300,3904.8800,ativo,0.65835923
22264,6,PartiuCompras,AAA,Cauda Longa,351,415,83,94,61546.5600,13241.7300,ativo,0.21514980
23617,4,BELA E CORTE COSMETICOS,A,Cauda Longa,143,145,103,104,34795.5300,25286.9400,ativo,0.72672955
23782,3,GP Coelmar,A,Cauda Longa,3016,3478,2099,2441,440739.7000,305583.9000,ativo,0.69334326
24766,9,Mil Cosméticos,A,Cauda Longa,4,4,3,3,915.9300,718.7000,ativo,0.78466695
25082,8,ENGAGE INFO,AAA,Linha Branca,9109,9447,6602,6835,8063602.2100,5482528.3400,ativo,0.67991057
25607,6,Gigatudo,A,Cauda Longa,39,41,35,37,2334.7300,1929.0900,ativo,0.82625828
25872,8,Canonici Cosmeticos,A,Cauda Longa,3,4,1,2,182.0000,80.6000,ativo,0.44285714
25874,8,JC Kids,AAA,Cauda Longa,256,273,193,206,34029.1400,24212.4300,ativo,0.71152048
26095,4,Albarus,A,Cauda Longa,1,1,1,1,322.3000,322.3000,ativo,1.00000000
27561,7,EPILHAS,Setup,Cauda Longa,2,2,2,2,585.1700,585.1700,ativo,1.00000000
28754,2,Suplemercado FIT,A,Cauda Longa,3,3,3,3,831.0300,831.0300,ativo,1.00000000
30039,1,RCK AUDIO,A,Cauda Longa,18,18,9,9,10909.8000,4191.1400,ativo,0.38416286
30145,1,Lojas LH,A,Móveis,216,222,156,158,42237.5500,30444.6800,ativo,0.72079654
30510,6,SAUDE E TECNOLOGIA,A,Cauda Longa,9,11,8,9,6787.3000,5937.3000,ativo,0.87476611
30861,8,Etna,AAA,Cauda Longa,350,544,276,436,93772.6300,67579.7400,ativo,0.72067660
31320,6,EMartins Fontes,A,Cauda Longa,32,45,27,35,3159.1600,2521.4800,ativo,0.79814888
31437,1,Mondial Eletrodomésticos,AAA,Linha Branca,744,835,587,669,113918.7700,86850.2900,ativo,0.76238788
31643,7,Livraria Kadu,A,Cauda Longa,2,2,2,2,134.8700,134.8700,ativo,1.00000000
31655,6,Zoolandia Petshop,AAA,Cauda Longa,59,77,31,47,7973.3700,3435.2900,ativo,0.43084543
31904,4,Efive,A,Linha Branca,21,21,13,13,45182.6000,23568.3000,ativo,0.52162337
32132,5,Soprano Utilidades Térmicas,A,Cauda Longa,108,118,56,65,15951.0200,7009.0800,ativo,0.43941265
32200,5,ALEGRAPET,A,Cauda Longa,3,3,2,2,266.9900,106.9700,ativo,0.40065171
32273,3,Móveis Para Bebês,A,Móveis,9,9,6,6,5545.9100,3278.9100,ativo,0.59123029
32289,5,Papelaria Real,A,Cauda Longa,73,95,59,79,6867.3200,5263.4600,ativo,0.76645038
32354,9,SAMAVI SHOP,A,Tecnologia,7,7,6,6,642.9200,523.4200,ativo,0.81412929
32360,7,Ibishop,A,Cauda Longa,22,26,13,13,1695.5700,1039.0100,ativo,0.61277918
32452,4,Turbo Fitness,A,Cauda Longa,2,2,2,2,119.6000,119.6000,ativo,1.00000000
32539,7,Ultrapedicos,A,Cauda Longa,82,95,67,75,7683.0900,6314.4500,ativo,0.82186334
32603,7,Controlseg,A,Cauda Longa,1,1,1,1,49.1000,49.1000,ativo,1.00000000
32672,1,Riberpeças Refrigeração,A,Linha Branca,2,2,0,0,3840.0000,0.0000,ativo,0E-8
32680,3,Automa Santos,A,Tecnologia,39,42,31,34,7735.3400,5845.0000,ativo,0.75562289
32795,4,RFACINE,A,Cauda Longa,3,3,3,3,233.7000,233.7000,ativo,1.00000000
32909,5,Meivenda,A,Cauda Longa,17,23,15,20,2273.2800,1986.8500,ativo,0.87400144
32916,8,Sunset Adesivos,A,Cauda Longa,38,52,22,24,5161.0700,2729.1000,ativo,0.52878570
33038,4,Ric Mic,A,Cauda Longa,1,1,1,1,50.2000,50.2000,ativo,1.00000000
33050,4,Mika Kids,A,Cauda Longa,9,9,9,9,1679.6200,1679.6200,ativo,1.00000000
33191,4,Pina Reis,A,Cauda Longa,16,35,12,28,3292.6900,2827.0200,ativo,0.85857460
33535,3,Kartu Digital,A,Cauda Longa,3,5,3,5,750.1800,750.1800,ativo,1.00000000
33621,3,Lojas TM,A,Cauda Longa,5,5,5,5,863.3600,863.3600,ativo,1.00000000
33723,4,Tazam.com.br,A,Cauda Longa,2,2,1,1,424.6000,212.3000,inativo,0.50000000
33744,1,Delicato Materiais,A,Cauda Longa,18,21,13,16,4367.1400,1790.0800,inativo,0.40989755
33863,5,I9 Baby,A,Cauda Longa,80,82,50,51,13936.6300,8104.2000,inativo,0.58150356
33972,9,CREDEX,A,Cauda Longa,14,14,9,9,10373.0700,6196.5000,ativo,0.59736414
33999,1,RSA-eCommerce,Setup,Setup,1,1,0,0,161.8300,0.0000,ativo,0E-8
34023,7,BEBE SEQUINHO,Setup,Cauda Longa,3,4,0,0,358.6000,0.0000,ativo,0E-8
34045,2,MARKETPLACE STORE,A,Tecnologia,26,33,20,26,27164.9000,22441.5000,ativo,0.82612121
34117,2,BRASCAM,A,Cauda Longa,8,8,7,7,2675.7300,2552.9200,ativo,0.95410224
34270,7,EEMOVEIS,A,Setup,345,351,190,194,197107.9900,103531.3200,ativo,0.52525177
34564,3,Kennedy Decorações,A,Cauda Longa,8,8,5,5,546.0800,331.2400,ativo,0.60657779
34662,7,DG Magazine,Setup,Cauda Longa,201,210,129,137,22843.7700,14489.7600,ativo,0.63429810
35004,2,Tapetes na Web,A,Cauda Longa,17,17,15,15,10731.4600,10350.6300,ativo,0.96451275
35018,2,CALIFORNIA BIKES,A,Setup,20,20,11,11,24940.0000,13255.0000,ativo,0.53147554
35032,8,Digital Security do Brasil,Setup,Setup,2,2,2,2,206.2900,206.2900,ativo,1.00000000
35225,5,Lojas Du Norte Moveis,A,Setup,65,65,34,34,36874.7500,15060.6500,ativo,0.40842718
35226,6,A&C COMERCIO DO BRASIL LTDA,Setup,Cauda Longa,8,13,5,5,7948.2200,2305.0000,ativo,0.29000204
35500,5,COURO E CONFORTO,A,Setup,2,2,1,1,332.0000,219.8000,ativo,0.66204819
35531,7,Gravidicas,Setup,Setup,22,23,16,17,4593.6500,3871.5700,ativo,0.84280910
35556,6,Extra Lar,A,Setup,180,212,143,172,45897.8100,34549.9100,ativo,0.75275727
35562,7,DREAM BIKE,Setup,Cauda Longa,16,16,9,9,17780.0000,10270.0000,ativo,0.57761530
35568,8,BOMBA GEEK,A,Setup,2,3,2,3,503.8000,503.8000,ativo,1.00000000
35604,8,DAMANNU SHOES,A,Setup,2,2,2,2,354.4000,354.4000,ativo,1.00000000
35697,9,LATERRA,Setup,Setup,5,6,5,6,439.2100,439.2100,ativo,1.00000000
35708,7,DROPP BIKES,Setup,Setup,644,701,387,414,1037215.0000,604711.0000,ativo,0.58301413
35752,2,DOM STORE,Setup,Setup,8,9,6,7,1327.1800,1082.2000,ativo,0.81541313
35868,9,Acer Brasil,Setup,Setup,29,32,14,16,131174.8900,65847.3700,ativo,0.50198151
35963,7,evolucao fitness,Setup,Setup,1,1,0,0,123.7800,0.0000,ativo,0E-8
36031,2,WM SOLUCOES TECNOLOGICAS,Setup,Setup,12,12,6,6,4620.9300,1457.4800,ativo,0.31540837
36144,8,CharmosaPlus,Setup,Cauda Longa,1,1,1,1,183.0000,183.0000,ativo,1.00000000
36145,5,Tuberias,Setup,Cauda Longa,8,8,7,7,854.9000,761.7900,ativo,0.89108668
36204,7,ECPortal,Setup,Cauda Longa,4,4,4,4,1123.8400,1123.8400,ativo,1.00000000
36222,5,MODAKI,Setup,Setup,203,214,82,91,26593.3700,10485.2000,ativo,0.39427872
36319,5,Roccha Joias,Setup,Cauda Longa,2,2,2,2,281.8000,281.8000,ativo,1.00000000
36523,7,ConectadoShop,Setup,Cauda Longa,7,7,5,5,1434.7700,954.2600,ativo,0.66509615
36553,3,importadoseuqueroo,Setup,Setup,1,1,1,1,82.7900,82.7900,ativo,1.00000000
36782,9,THOMAS MOTOS,Setup,Cauda Longa,18,18,10,10,2920.3800,1703.2800,ativo,0.58323917
36839,9,Capsulas Verde Shop,Setup,Cauda Longa,29,31,21,23,4468.9500,3010.1400,ativo,0.67356762
36859,8,IDEA MOBILI,Setup,Cauda Longa,63,90,55,79,30237.6100,24305.4000,ativo,0.80381353
36886,4,BRANDAO COSMETICOS,Setup,Cauda Longa,1,1,1,1,233.3000,233.3000,ativo,1.00000000
37053,9,Boi Eletro,Setup,Cauda Longa,23,23,16,16,2447.0300,1503.9500,ativo,0.61460219
37173,7,MECO SHOP,Setup,Cauda Longa,93,115,79,98,8592.5700,7233.3600,ativo,0.84181566
37178,5,BRILED,Setup,Cauda Longa,21,27,18,24,5606.6000,4482.1000,ativo,0.79943281
37411,4,Uau Dog,Setup,Cauda Longa,1,1,1,1,175.0000,175.0000,ativo,1.00000000
37750,9,Shop da Mobilia,Setup,Cauda Longa,486,547,375,415,350157.7400,267125.0200,ativo,0.76287053
38933,8,AUTUS COMERCIAL DISTRIBUIDORA,Setup,Cauda Longa,5,16,5,16,471.2700,471.2700,ativo,1.00000000
38978,9,Z8ELETRONICOS,Setup,Cauda Longa,4,4,1,1,3858.6600,1273.2900,ativo,0.32998243
39889,9,MAIS ARRETADO,Setup,Cauda Longa,2,2,1,1,701.4300,385.5400,ativo,0.54964858
41014,8,WEBTAPETE,Setup,Cauda Longa,41,43,30,32,9778.3000,7034.6300,ativo,0.71941237
41272,7,O FIGURINHA,Setup,Cauda Longa,2,2,2,2,102.9000,102.9000,ativo,1.00000000
42572,9,HANESBRANDS,"","",5,7,5,7,359.6000,359.6000,ativo,1.00000000
47381,9,SAGATHE MODAS,Setup,Cauda Longa,3,3,3,3,204.5000,204.5000,ativo,1.00000000
47540,9,Show 10,"","",1,1,1,1,70.1600,70.1600,ativo,1.00000000
10121,2,Delgrani,A,Cauda Longa,12,13,9,10,3970.5800,2129.4500,ativo,0.53630704
10857,8,Café Fácil,A,Linha Branca,42,68,30,51,4679.6100,3632.5200,inativo,0.77624417
11171,4,Festabox,AAA,Cauda Longa,45,88,34,74,2178.4100,1819.2800,ativo,0.83514123
11442,1,Ejacaré,A,Cauda Longa,68,84,50,63,31627.9700,25461.1500,ativo,0.80502005
11964,1,Shopinfo,AAA,Tecnologia,905,912,500,503,2236746.7600,1213373.7600,ativo,0.54247257
12025,3,RAFCAR ACESSÓRIOS AUTOMOTIVOS,A,Cauda Longa,27,28,24,25,3150.2700,2858.9800,ativo,0.90753491
13623,2,Dual Click,A,Cauda Longa,8,14,8,14,735.1800,735.1800,ativo,1.00000000
13623,7,Dual Click,A,Cauda Longa,16,22,13,19,2105.3200,1903.6700,ativo,0.90421884
13676,5,Admirare,AAA,Cauda Longa,677,798,458,541,81766.4600,53632.4000,ativo,0.65592176
13702,2,Loja Asus Oficial,AA,Tecnologia,175,180,91,94,251364.6200,110737.2300,ativo,0.44054422
14081,3,Unimporte,A,Tecnologia,2,2,2,2,318.9500,318.9500,ativo,1.00000000
14361,5,UCF Fitness,A,Cauda Longa,5,5,4,4,19527.6800,15779.4600,ativo,0.80805605
14437,1,Ecovacs,A,Linha Branca,2,2,2,2,460.2900,460.2900,ativo,1.00000000
14483,8,Foscam,A,Cauda Longa,117,130,86,98,43281.9300,34250.6700,ativo,0.79133879
14647,6,GBG Pneus,A,Cauda Longa,6,9,0,0,3478.1900,0.0000,ativo,0E-8
15368,5,Loja De Ciclista,A,Cauda Longa,151,165,56,59,26327.9500,10421.2700,ativo,0.39582535
15824,6,GUIMEPA,A,Cauda Longa,268,371,184,237,142320.0900,94415.1100,ativo,0.66339974
16110,8,AVANUTRI & NUTRICAO,A,Cauda Longa,8,8,5,5,6043.8000,4282.7000,ativo,0.70861048
16381,2,CREDIPARTS,A,Tecnologia,29,34,28,33,4207.3800,4087.5600,ativo,0.97152147
16541,9,Shop UD,A,Cauda Longa,95,110,80,93,5633.4900,4993.7900,ativo,0.88644694
16714,3,LINA DESIGN,A,Cauda Longa,5,5,4,4,1605.1700,1281.1500,ativo,0.79813976
16729,9,Pititikos,A,Móveis,62,78,38,45,34863.4800,20601.6400,ativo,0.59092322
16744,7,FARMA DELIVERY,AAA,Cauda Longa,98,149,70,111,11687.9300,9205.6200,ativo,0.78761765
16833,1,Dagg Bolsas,A,Cauda Longa,5,6,3,4,1489.7000,549.5000,ativo,0.36886621
16979,1,East Shop,A,Cauda Longa,18,22,12,15,1966.9800,1385.2500,ativo,0.70425220
17372,7,INOVAR METAIS,A,Cauda Longa,227,263,192,223,74124.3900,60259.9600,ativo,0.81295725
17429,7,SS Geradores,A,Cauda Longa,2,2,1,1,2834.3000,1398.6800,ativo,0.49348340
17529,9,Topcom Eletro,A,Linha Branca,6,6,4,4,3480.5400,2196.0600,ativo,0.63095382
17827,3,Royal Magazine,A,Cauda Longa,2,2,1,1,365.5000,235.8500,ativo,0.64528044
17832,2,Editora Intelecto,A,Cauda Longa,2,2,1,1,244.1800,122.0900,ativo,0.50000000
18458,6,ARMAZEM UBA,A,Móveis,26,30,21,24,11993.2900,9381.5800,ativo,0.78223573
18587,6,Compretudoaki,A,Cauda Longa,13,20,8,14,2949.3200,1982.9200,ativo,0.67233125
19011,5,Libidus,A,Cauda Longa,10,10,2,2,2060.0000,449.2000,ativo,0.21805825
19087,2,Santa Fe Calcados,A,Cauda Longa,7,8,5,6,1604.4500,1180.2000,ativo,0.73557917
19118,2,Supreme Inox,AAA,Cauda Longa,308,334,246,271,94247.5000,71460.5500,ativo,0.75822223
19649,5,Mundial Import,A,Cauda Longa,47,62,29,36,5516.9500,3036.7100,ativo,0.55043276
19824,2,Cybersom10,A,Cauda Longa,5,5,1,1,22290.0000,3590.0000,ativo,0.16105877
19850,6,Baby Shop,A,Cauda Longa,9,9,5,5,2294.6400,1165.1400,ativo,0.50776592
19858,1,Fullcare,A,Cauda Longa,4,9,4,9,249.8500,249.8500,ativo,1.00000000
19902,1,Impulse,A,Cauda Longa,3,4,2,3,2117.7600,1319.2800,ativo,0.62296011
20149,4,Itra Distribuidora,A,Cauda Longa,5,5,5,5,438.4900,438.4900,ativo,1.00000000
20268,5,Olimar Metais Sanitarios,A,Cauda Longa,84,109,57,79,11278.3000,8053.7000,ativo,0.71408812
20389,6,Trisete Parts,A,Cauda Longa,4,4,4,4,722.1200,722.1200,ativo,1.00000000
20528,3,Master Bike,A,Cauda Longa,1,1,0,0,580.1500,0.0000,ativo,0E-8
20808,3,TDGYN,A,Tecnologia,58,75,48,58,14498.0000,12089.0000,ativo,0.83383915
20932,9,Fama Adesivos,A,Cauda Longa,37,59,22,33,2255.3200,1340.3100,ativo,0.59428817
21067,5,TipTech,A,Tecnologia,6,6,3,3,16046.9700,7867.1400,ativo,0.49025704
21328,5,EVAS PERFUMARIA,A,Cauda Longa,56,67,28,35,13979.3100,5959.2800,ativo,0.42629286
21532,9,S&C Utilidades,A,Cauda Longa,2,3,2,3,154.3000,154.3000,ativo,1.00000000
21540,8,Prime Home Decor,A,Móveis,37,44,27,31,57899.3500,31578.0300,ativo,0.54539524
22240,3,Eshop10,A,Tecnologia,5,5,2,2,3210.1000,870.0000,ativo,0.27101959
22327,9,ESTÉTICA PRÓ,A,Cauda Longa,4,4,3,3,581.9500,446.1600,ativo,0.76666380
22356,2,tecbook,A,Cauda Longa,5,5,4,4,2415.8000,1929.3000,ativo,0.79861744
22442,4,Bertinho,A,Cauda Longa,20,21,14,15,2036.3000,1496.4600,ativo,0.73489172
22788,6,Corban Bolsas,A,Cauda Longa,2,2,0,0,366.7000,0.0000,ativo,0E-8
23298,5,LC Kids,A,Cauda Longa,5,5,4,4,711.4900,545.6000,ativo,0.76684142
23381,5,Vende Mais,A,Cauda Longa,19,26,15,22,2872.7000,1241.1000,ativo,0.43203258
23684,2,Tudo à Beça,A,Tecnologia,13,13,5,5,15071.3700,5484.3300,ativo,0.36389061
23700,8,Toyzz Brinquedos,A,Cauda Longa,13,13,11,11,1697.5800,1374.2800,ativo,0.80955242
24828,9,ECONOMIZOU,A,Tecnologia,35,36,26,27,54254.5200,38884.3600,ativo,0.71670268
25643,6,Albânia 10,A,Cauda Longa,2,2,2,2,174.5800,174.5800,ativo,1.00000000
25763,3,EUSEMAIS,AAA,Cauda Longa,30,38,10,10,28262.5900,6767.8000,ativo,0.23946142
26384,9,GALA ENXOVAIS,A,Cauda Longa,1,1,0,0,107.3500,0.0000,ativo,0E-8
26696,5,Time Station,A,Cauda Longa,2,2,0,0,1861.4400,0.0000,ativo,0E-8
26862,6,Giacomo's,A,Tecnologia,37,40,19,20,13623.5300,5124.4400,ativo,0.37614627
27058,1,Pau a Pique,A,Setup,2,2,1,1,259.2000,152.2000,ativo,0.58719136
27072,6,cabideiros e cia,A,Linha Branca,53,68,31,37,10501.0000,5806.0000,ativo,0.55289972
28810,7,Intima Store,A,Cauda Longa,5,5,5,5,373.8900,373.8900,ativo,1.00000000
29180,7,Elka,A,Cauda Longa,89,96,75,78,6615.5100,5503.9200,ativo,0.83197214
30090,9,MARMELO DECOR,A,Cauda Longa,1,1,1,1,280.0000,280.0000,ativo,1.00000000
31300,6,Best Decor,A,Cauda Longa,2,5,2,5,858.4300,858.4300,ativo,1.00000000
31334,3,Minha Casa Merece,A,Móveis,80,86,60,63,31541.7000,24911.2000,ativo,0.78978622
31407,7,PROTECSEG,A,Cauda Longa,58,75,39,48,41078.6800,16300.6700,ativo,0.39681582
31507,4,Zaxus,A,Cauda Longa,4,4,3,3,232.8800,153.7000,ativo,0.65999656
31532,4,Plaza Games,A,Cauda Longa,25,25,15,15,16139.6000,9735.6000,ativo,0.60321198
31560,5,Magazine Girassol,A,Cauda Longa,23,23,12,12,9144.7100,5200.4500,ativo,0.56868397
31644,7,Melhor para Você,AAA,Linha Branca,20860,21732,13975,14526,19633139.8900,12595021.4900,ativo,0.64151845
31693,9,Shopp Store,A,Cauda Longa,6,7,5,6,5935.8700,4804.2300,ativo,0.80935566
31777,4,Click Sound,A,Cauda Longa,115,130,81,94,16199.2300,11433.2600,ativo,0.70579034
31912,4,E-casa Móveis,A,Móveis,218,226,154,158,104173.4500,70297.3500,inativo,0.67481062
32069,9,Linha Esporte,A,Cauda Longa,3,3,2,2,477.5000,263.3000,ativo,0.55141361
32309,7,REINO DAS FERRAMENTAS,A,Cauda Longa,1,1,1,1,155.2000,155.2000,ativo,1.00000000
32418,3,Giganto On Line,A,Cauda Longa,176,200,142,159,29965.8600,23970.0600,ativo,0.79991230
32475,3,Viva Store,A,Cauda Longa,1,1,0,0,107.5000,0.0000,ativo,0E-8
32652,9,MADRUCAR,A,Cauda Longa,1,1,0,0,132.4000,0.0000,ativo,0E-8
32693,1,SPINWAY,A,Cauda Longa,2,2,2,2,1724.6000,1724.6000,ativo,1.00000000
32740,9,Brama Materiais,A,Cauda Longa,6,6,2,2,6529.9000,1499.3000,ativo,0.22960535
32813,5,Point dos Relógios,A,Cauda Longa,99,99,48,48,36488.3400,15616.7100,ativo,0.42799179
32829,9,Loja CPAPS,A,Cauda Longa,5,5,5,5,9793.2900,9793.2900,ativo,1.00000000
32898,3,PERNOD,AAA,Cauda Longa,111,218,57,141,23692.5400,12487.9100,ativo,0.52708194
32899,9,KUBBO,AAA,Linha Branca,599,611,453,462,145587.2600,106906.1900,ativo,0.73431006
32945,8,Full Capas e Variedades,A,Cauda Longa,100,106,83,89,5906.6600,4536.4000,ativo,0.76801441
33030,7,Hermité Perfumes e Cosméticos,A,Cauda Longa,2,2,0,0,766.8000,0.0000,ativo,0E-8
33254,9,Gold Service,A,Linha Branca,9,11,9,11,3264.3300,3264.3300,ativo,1.00000000
33303,3,AQ Shopping,A,Cauda Longa,3,3,2,2,294.4400,183.9000,ativo,0.62457547
33345,8,Shop Eletro Almeida,A,Tecnologia,97,117,78,98,13460.4300,11893.4400,ativo,0.88358544
33412,8,MANDALA DE LUZ,A,Cauda Longa,7,14,5,11,700.5800,467.1700,ativo,0.66683320
33417,5,LEMIS,A,Cauda Longa,4,10,3,9,270.5200,166.4900,ativo,0.61544433
33546,4,Sanbox,A,Linha Branca,290,301,159,161,254009.8500,140866.9700,ativo,0.55457286
33744,4,Delicato Materiais,A,Cauda Longa,28,30,21,23,7185.9300,3481.8300,inativo,0.48453436
33861,7,PINGOO CASA,A,Cauda Longa,19,20,16,17,9009.1800,7815.8500,ativo,0.86754288
34052,2,SHUMINOIE,Setup,Setup,8,9,5,6,23447.1200,10020.9600,ativo,0.42738554
34053,1,IMAGENS BOM JESUS,A,Cauda Longa,17,28,14,24,2030.0400,1698.4300,ativo,0.83664854
34059,8,LOJA MERITO COMERCIAL,A,Cauda Longa,5,5,3,3,8070.8400,3486.7600,ativo,0.43201947
34086,9,BROHOOD,A,Cauda Longa,5,6,4,5,443.2100,305.3400,ativo,0.68892850
34505,4,CLICK FORTE,A,Móveis,335,349,241,250,87235.0000,61692.8000,ativo,0.70720238
34555,1,METALFRIO,AAA,Linha Branca,2,2,2,2,4893.7100,4893.7100,ativo,1.00000000
34619,6,Emporio Alimentos,A,Setup,9,10,8,9,1029.1300,814.8300,ativo,0.79176586
34681,7,Muvim,A,Cauda Longa,1,1,0,0,207.4000,0.0000,ativo,0E-8
34776,1,LOGITECH,A,Tecnologia,1,1,1,1,74.6800,74.6800,ativo,1.00000000
34893,8,Camilos Conveniencia,A,Cauda Longa,22,24,15,17,2628.3000,1700.7600,ativo,0.64709508
34895,9,HOME CHIQUE CASA CRIATIVA,A,Cauda Longa,10,20,9,19,1456.0400,1352.3600,ativo,0.92879317
34900,3,Net Eletrica,A,Setup,19,33,17,31,2460.3600,2038.8500,ativo,0.82867954
35028,3,Master Info,A,Cauda Longa,68,93,49,64,35233.6300,27824.5600,ativo,0.78971596
35112,6,KMEX Oficial,A,Cauda Longa,4,4,2,2,1036.2200,237.4000,ativo,0.22910193
35161,2,WEBFONES,AAA,Setup,675,718,410,441,561791.4500,276730.2700,ativo,0.49258541
35265,4,ZAMPIERI CASA E DECORACAO,A,Setup,1,1,1,1,149.9000,149.9000,ativo,1.00000000
35295,5,ZA MOVEIS,Setup,Setup,116,144,89,109,32329.6000,25614.1000,ativo,0.79228014
35563,4,7BEAUTY,Setup,Setup,5,5,4,4,2237.8100,2162.8200,ativo,0.96648956
35616,1,Magic Fantasy,Setup,Setup,1,1,1,1,142.8800,142.8800,ativo,1.00000000
35652,3,Apache Tecnologia,A,Setup,2,2,2,2,1205.6000,1205.6000,inativo,1.00000000
35807,9,MUNDIAL BRYSA CLIMATIZADORES,Setup,Setup,1,1,1,1,1378.3000,1378.3000,ativo,1.00000000
35885,2,Clikou,Setup,Setup,3,3,1,1,620.8800,228.8300,ativo,0.36855753
35902,4,LUTI RELOGIOS E PRESENTES,Setup,Setup,11,11,8,8,3174.1000,2542.5700,ativo,0.80103651
35940,7,Outlet Enxoval,A,Setup,69,97,47,65,9163.0900,5649.0800,ativo,0.61650382
35946,3,Sofa Mix,Setup,Cauda Longa,7,7,4,4,9289.7900,3489.2000,ativo,0.37559514
35994,4,MUNDO JOY GAMES,Setup,Setup,23,23,11,11,33241.5100,5553.6600,ativo,0.16707003
36054,3,Descomplicasa,Setup,Setup,16,16,12,12,1800.5000,1034.0600,ativo,0.57431824
36054,7,Descomplicasa,Setup,Setup,80,84,62,63,7909.0800,6096.7900,ativo,0.77085957
36081,9,Cantinho Meu,Setup,Setup,130,134,93,97,126309.3600,83072.8100,ativo,0.65769322
36102,4,SHOPPING D CASA,Setup,Setup,60,68,42,50,18209.0400,13093.6500,ativo,0.71907415
36729,6,EletroMid,Setup,Cauda Longa,61,65,52,56,11302.1300,6724.5700,ativo,0.59498254
36755,6,AJIMAGAZINE,Setup,Cauda Longa,27,31,15,19,4083.1700,2282.4200,ativo,0.55898236
36829,4,Online Mania,Setup,Cauda Longa,1,1,1,1,148.0800,148.0800,ativo,1.00000000
36840,9,Game Land,Setup,Cauda Longa,2,2,2,2,247.7300,247.7300,ativo,1.00000000
36884,9,Techgo Brasil,Setup,Cauda Longa,1,1,0,0,99.1500,0.0000,ativo,0E-8
36993,5,Ferreira Decor,Setup,Cauda Longa,56,60,37,40,29527.5400,19797.9000,ativo,0.67048931
37159,9,TRUQUES E TRECOS,Setup,Cauda Longa,3,3,2,2,444.5600,203.6800,ativo,0.45816088
37193,5,SC ECOMMERCE,Setup,Cauda Longa,30,31,20,21,4062.3000,2857.6000,ativo,0.70344386
